"STAID","SOUID","DATE","TG","Q_TG"
1343,52068,20170201,-9999,9
1343,52068,20170301,-9999,9
1343,52068,20170401,-9999,9
1343,52068,20170501,-9999,9
1343,52068,20170601,-9999,9
1343,52068,20170701,-9999,9
1343,52068,20170801,-9999,9
1343,52068,20170901,-9999,9
1343,52068,20171001,-9999,9
1350,52098,20170101,-9999,9
1350,52098,20170201,-9999,9
1350,52098,20170301,-9999,9
1350,52098,20170401,-9999,9
1350,52098,20170501,-9999,9
1350,52098,20170601,-9999,9
1350,52098,20170701,-9999,9
1350,52098,20170801,-9999,9
1350,52098,20170901,-9999,9
1350,52098,20171001,-9999,9
1351,6884,20170101,-9999,9
1351,6884,20170201,-9999,9
1351,6884,20170301,-9999,9
1351,6884,20170401,-9999,9
1351,6884,20170501,-9999,9
1351,6884,20170601,-9999,9
1351,6884,20170701,-9999,9
1351,6884,20170801,-9999,9
1351,6884,20170901,-9999,9
1351,6884,20171001,-9999,9
1355,52118,20170101,-9999,9
1355,52118,20170201,-9999,9
1355,52118,20170301,-9999,9
1355,52118,20170401,-9999,9
1355,52118,20170501,-9999,9
1355,52118,20170601,-9999,9
1355,52118,20170701,-9999,9
1355,52118,20170801,-9999,9
1355,52118,20170901,-9999,9
1355,52118,20171001,-9999,9
1357,52273,20170101,-9999,9
1357,52273,20170201,-9999,9
1357,52273,20170301,-9999,9
1357,52273,20170401,-9999,9
1357,52273,20170501,-9999,9
1357,52273,20170601,-9999,9
1357,52273,20170701,-9999,9
1357,52273,20170801,-9999,9
1357,52273,20170901,-9999,9
1357,52273,20171001,-9999,9
1363,52288,20170101,-9999,9
1363,52288,20170201,-9999,9
1363,52288,20170301,-9999,9
1363,52288,20170401,-9999,9
1363,52288,20170501,-9999,9
1363,52288,20170601,-9999,9
1363,52288,20170701,-9999,9
1363,52288,20170801,-9999,9
1363,52288,20170901,-9999,9
1363,52288,20171001,-9999,9
1366,6886,20170101,-9999,9
1366,6886,20170201,-9999,9
1366,6886,20170301,-9999,9
1366,6886,20170401,-9999,9
1366,6886,20170501,-9999,9
1366,6886,20170601,-9999,9
1366,6886,20170701,-9999,9
1366,6886,20170801,-9999,9
1366,6886,20170901,-9999,9
1366,6886,20171001,-9999,9
1367,937054,20170101,-9999,9
1367,937054,20170201,-9999,9
1367,937054,20170301,-9999,9
1367,52303,20170401,-9999,9
1367,52303,20170501,-9999,9
1367,52303,20170601,-9999,9
1367,52303,20170701,-9999,9
1367,52303,20170801,-9999,9
1367,52303,20170901,-9999,9
1367,52303,20171001,-9999,9
1369,937061,20170101,-9999,9
1369,937061,20170201,-9999,9
1369,937061,20170301,-9999,9
1369,937061,20170401,-9999,9
1369,937061,20170501,-9999,9
1369,937061,20170601,-9999,9
1369,937061,20170701,-9999,9
1369,52313,20170801,-9999,9
1369,52313,20170901,-9999,9
1369,52313,20171001,-9999,9
1371,6889,20170101,-9999,9
1371,6889,20170201,-9999,9
1371,6889,20170301,-9999,9
1371,6889,20170401,-9999,9
1371,6889,20170501,-9999,9
1371,6889,20170601,-9999,9
1371,6889,20170701,-9999,9
1371,6889,20170801,-9999,9
1371,6889,20170901,-9999,9
1371,6889,20171001,-9999,9
1372,52343,20170101,-9999,9
1372,52343,20170201,-9999,9
1372,52343,20170301,-9999,9
1372,52343,20170401,-9999,9
1372,52343,20170501,-9999,9
1372,52343,20170601,-9999,9
1372,52343,20170701,-9999,9
1372,52343,20170801,-9999,9
1372,52343,20170901,-9999,9
1372,52343,20171001,-9999,9
1373,6890,20170101,-9999,9
1373,6890,20170201,-9999,9
1373,6890,20170301,-9999,9
1373,6890,20170401,-9999,9
1373,6890,20170501,-9999,9
1373,6890,20170601,-9999,9
1373,6890,20170701,-9999,9
1373,6890,20170801,-9999,9
1373,6890,20170901,-9999,9
1373,6890,20171001,-9999,9
1378,52383,20170101,-9999,9
1378,52383,20170201,-9999,9
1378,52383,20170301,-9999,9
1378,52383,20170401,-9999,9
1378,52383,20170501,-9999,9
1378,52383,20170601,-9999,9
1378,52383,20170701,-9999,9
1378,52383,20170801,-9999,9
1378,52383,20170901,-9999,9
1378,52383,20171001,-9999,9
1379,17392,20170101,-9999,9
1379,17392,20170201,-9999,9
1379,17392,20170301,-9999,9
1379,17392,20170401,-9999,9
1379,17392,20170501,-9999,9
1379,17392,20170601,-9999,9
1379,17392,20170701,-9999,9
1379,17392,20170801,-9999,9
1379,17392,20170901,-9999,9
1379,17392,20171001,-9999,9
1380,52388,20170101,-9999,9
1380,52388,20170201,-9999,9
1380,52388,20170301,-9999,9
1380,52388,20170401,-9999,9
1380,52388,20170501,-9999,9
1380,52388,20170601,-9999,9
1380,52388,20170701,-9999,9
1380,52388,20170801,-9999,9
1380,52388,20170901,-9999,9
1380,52388,20171001,-9999,9
1387,17382,20170101,-9999,9
1387,17382,20170201,-9999,9
1387,17382,20170301,-9999,9
1387,17382,20170401,-9999,9
1387,17382,20170501,-9999,9
1387,17382,20170601,-9999,9
1387,17382,20170701,-9999,9
1387,17382,20170801,-9999,9
1387,17382,20170901,-9999,9
1387,17382,20171001,-9999,9
1388,20435,20170101,81,0
1388,20435,20170201,24,0
1388,20435,20170301,93,0
1388,20435,20170401,154,0
1388,20435,20170501,92,0
1388,20435,20170601,146,0
1388,20435,20170701,154,0
1388,20435,20170801,164,0
1388,20435,20170901,163,0
1388,20435,20171001,118,0
1389,20309,20170101,117,0
1389,20309,20170201,146,0
1389,20309,20170301,148,0
1389,20309,20170401,182,0
1389,20309,20170501,184,0
1389,20309,20170601,215,0
1389,20309,20170701,224,0
1389,20309,20170801,292,0
1389,20309,20170901,249,0
1389,20309,20171001,214,0
1392,19976,20170101,92,0
1392,19976,20170201,154,0
1392,19976,20170301,132,0
1392,19976,20170401,122,0
1392,19976,20170501,124,0
1392,19976,20170601,175,0
1392,19976,20170701,161,0
1392,19976,20170801,200,0
1392,19976,20170901,180,0
1392,19976,20171001,181,0
1393,20606,20170101,47,0
1393,20606,20170201,148,0
1393,20606,20170301,116,0
1393,20606,20170401,117,0
1393,20606,20170501,98,0
1393,20606,20170601,216,0
1393,20606,20170701,159,0
1393,20606,20170801,210,0
1393,20606,20170901,185,0
1393,20606,20171001,168,0
1394,19724,20170101,28,0
1394,19724,20170201,100,0
1394,19724,20170301,105,0
1394,19724,20170401,106,0
1394,19724,20170501,82,0
1394,19724,20170601,186,0
1394,19724,20170701,142,0
1394,19724,20170801,168,0
1394,19724,20170901,158,0
1394,19724,20171001,192,0
1395,20408,20170101,52,0
1395,20408,20170201,104,0
1395,20408,20170301,106,0
1395,20408,20170401,113,0
1395,20408,20170501,99,0
1395,20408,20170601,178,0
1395,20408,20170701,154,0
1395,20408,20170801,176,0
1395,20408,20170901,190,0
1395,20408,20171001,208,0
1396,20228,20170101,12,0
1396,20228,20170201,99,0
1396,20228,20170301,105,0
1396,20228,20170401,100,0
1396,20228,20170501,102,0
1396,20228,20170601,219,0
1396,20228,20170701,162,0
1396,20228,20170801,210,0
1396,20228,20170901,174,0
1396,20228,20171001,192,0
1397,20219,20170101,-3,0
1397,20219,20170201,77,0
1397,20219,20170301,75,0
1397,20219,20170401,80,0
1397,20219,20170501,76,0
1397,20219,20170601,194,0
1397,20219,20170701,136,0
1397,20219,20170801,190,0
1397,20219,20170901,147,0
1397,20219,20171001,162,0
1398,20183,20170101,4,0
1398,20183,20170201,78,0
1398,20183,20170301,90,0
1398,20183,20170401,128,0
1398,20183,20170501,109,0
1398,20183,20170601,230,0
1398,20183,20170701,155,0
1398,20183,20170801,241,0
1398,20183,20170901,175,0
1398,20183,20171001,176,0
1399,20615,20170101,-26,0
1399,20615,20170201,91,0
1399,20615,20170301,96,0
1399,20615,20170401,108,0
1399,20615,20170501,106,0
1399,20615,20170601,238,0
1399,20615,20170701,165,0
1399,20615,20170801,231,0
1399,20615,20170901,176,0
1399,20615,20171001,196,0
1401,20525,20170101,53,0
1401,20525,20170201,109,0
1401,20525,20170301,126,0
1401,20525,20170401,144,0
1401,20525,20170501,150,0
1401,20525,20170601,209,0
1401,20525,20170701,230,0
1401,20525,20170801,269,0
1401,20525,20170901,237,0
1401,20525,20171001,204,0
1404,20336,20170101,96,0
1404,20336,20170201,110,0
1404,20336,20170301,130,0
1404,20336,20170401,172,0
1404,20336,20170501,160,0
1404,20336,20170601,218,0
1404,20336,20170701,214,0
1404,20336,20170801,286,0
1404,20336,20170901,258,0
1404,20336,20171001,228,0
1405,19940,20170101,99,0
1405,19940,20170201,138,0
1405,19940,20170301,142,0
1405,19940,20170401,138,0
1405,19940,20170501,170,0
1405,19940,20170601,258,0
1405,19940,20170701,235,0
1405,19940,20170801,250,0
1405,19940,20170901,276,0
1405,19940,20171001,245,0
1406,19958,20170101,152,0
1406,19958,20170201,169,0
1406,19958,20170301,158,0
1406,19958,20170401,156,0
1406,19958,20170501,174,0
1406,19958,20170601,224,0
1406,19958,20170701,216,0
1406,19958,20170801,242,0
1406,19958,20170901,261,0
1406,19958,20171001,231,0
1409,902081,20170101,-84,0
1409,902081,20170201,-118,0
1409,902081,20170301,-83,0
1409,902081,20170401,-51,0
1409,902081,20170501,5,0
1409,902081,20170601,19,0
1409,902081,20170701,-9999,9
1409,902081,20170801,121,0
1409,902081,20170901,54,0
1409,902081,20171001,0,0
1410,35621,20170101,-9999,9
1410,35621,20170201,-9999,9
1410,35621,20170301,-9999,9
1410,35621,20170401,-9999,9
1410,35621,20170501,-9999,9
1410,35621,20170601,-9999,9
1410,35621,20170701,-9999,9
1410,35621,20170801,-9999,9
1410,35621,20170901,-9999,9
1410,35621,20171001,-9999,9
1411,902095,20170101,-126,0
1411,902095,20170201,-89,0
1411,902095,20170301,-63,0
1411,902095,20170401,-38,0
1411,902095,20170501,35,0
1411,902095,20170601,40,0
1411,902095,20170701,136,0
1411,902095,20170801,145,0
1411,902095,20170901,76,0
1411,902095,20171001,49,0
1412,902186,20170101,-44,0
1412,902186,20170201,-74,0
1412,902186,20170301,-35,0
1412,902186,20170401,-43,0
1412,902186,20170501,41,0
1412,902186,20170601,57,0
1412,902186,20170701,152,0
1412,902186,20170801,160,0
1412,902186,20170901,125,0
1412,902186,20171001,66,0
1413,902489,20170101,43,0
1413,902489,20170201,6,0
1413,902489,20170301,26,0
1413,902489,20170401,77,0
1413,902489,20170501,66,0
1413,902489,20170601,104,0
1413,902489,20170701,153,0
1413,902489,20170801,173,0
1413,902489,20170901,155,0
1413,902489,20171001,132,0
1414,902496,20170101,33,0
1414,902496,20170201,8,0
1414,902496,20170301,28,0
1414,902496,20170401,30,0
1414,902496,20170501,63,0
1414,902496,20170601,95,0
1414,902496,20170701,141,0
1414,902496,20170801,187,0
1414,902496,20170901,153,0
1414,902496,20171001,134,0
1415,902513,20170101,47,0
1415,902513,20170201,11,0
1415,902513,20170301,43,0
1415,902513,20170401,110,0
1415,902513,20170501,95,0
1415,902513,20170601,-121,1
1415,902513,20170701,203,0
1415,902513,20170801,186,0
1415,902513,20170901,150,0
1415,902513,20171001,136,0
1416,902520,20170101,46,0
1416,902520,20170201,-2,0
1416,902520,20170301,31,0
1416,902520,20170401,82,0
1416,902520,20170501,50,0
1416,902520,20170601,123,0
1416,902520,20170701,181,0
1416,902520,20170801,169,0
1416,902520,20170901,129,0
1416,902520,20171001,124,0
1417,902607,20170101,62,0
1417,902607,20170201,12,0
1417,902607,20170301,46,0
1417,902607,20170401,97,0
1417,902607,20170501,78,0
1417,902607,20170601,130,0
1417,902607,20170701,164,0
1417,902607,20170801,181,0
1417,902607,20170901,160,0
1417,902607,20171001,137,0
1418,902615,20170101,60,0
1418,902615,20170201,21,0
1418,902615,20170301,40,0
1418,902615,20170401,90,0
1418,902615,20170501,88,0
1418,902615,20170601,144,0
1418,902615,20170701,150,0
1418,902615,20170801,188,0
1418,902615,20170901,165,0
1418,902615,20171001,131,0
1419,902664,20170101,56,0
1419,902664,20170201,5,0
1419,902664,20170301,29,0
1419,902664,20170401,98,0
1419,902664,20170501,52,0
1419,902664,20170601,157,0
1419,902664,20170701,137,0
1419,902664,20170801,199,0
1419,902664,20170901,143,0
1419,902664,20171001,125,0
1420,902679,20170101,51,0
1420,902679,20170201,3,0
1420,902679,20170301,38,0
1420,902679,20170401,77,0
1420,902679,20170501,56,0
1420,902679,20170601,118,0
1420,902679,20170701,133,0
1420,902679,20170801,-9999,9
1420,902679,20170901,-9999,9
1420,902679,20171001,136,0
1421,35255,20170101,-9999,9
1421,35255,20170201,-9999,9
1421,35255,20170301,-9999,9
1421,35255,20170401,-9999,9
1421,35255,20170501,-9999,9
1421,35255,20170601,-9999,9
1421,35255,20170701,-9999,9
1421,35255,20170801,-9999,9
1421,35255,20170901,-9999,9
1421,35255,20171001,-9999,9
1422,35615,20170101,-9999,9
1422,35615,20170201,-9999,9
1422,35615,20170301,-9999,9
1422,35615,20170401,-9999,9
1422,35615,20170501,-9999,9
1422,35615,20170601,-9999,9
1422,35615,20170701,-9999,9
1422,35615,20170801,-9999,9
1422,35615,20170901,-9999,9
1422,35615,20171001,-9999,9
1423,902575,20170101,61,0
1423,902575,20170201,3,0
1423,902575,20170301,43,0
1423,902575,20170401,106,0
1423,902575,20170501,77,0
1423,902575,20170601,140,0
1423,902575,20170701,114,0
1423,902575,20170801,188,0
1423,902575,20170901,157,0
1423,902575,20171001,138,0
1424,902567,20170101,41,0
1424,902567,20170201,8,0
1424,902567,20170301,29,0
1424,902567,20170401,53,0
1424,902567,20170501,63,0
1424,902567,20170601,-9999,9
1424,902567,20170701,137,0
1424,902567,20170801,189,0
1424,902567,20170901,148,0
1424,902567,20171001,135,0
1425,36077,20170101,-9999,9
1425,36077,20170201,-9999,9
1425,36077,20170301,-9999,9
1425,36077,20170401,-9999,9
1425,36077,20170501,-9999,9
1425,36077,20170601,-9999,9
1425,36077,20170701,-9999,9
1425,36077,20170801,-9999,9
1425,36077,20170901,-9999,9
1425,36077,20171001,-9999,9
1426,36764,20170101,-9999,9
1426,36764,20170201,-9999,9
1426,36764,20170301,-9999,9
1426,36764,20170401,-9999,9
1426,36764,20170501,-9999,9
1426,36764,20170601,-9999,9
1426,36764,20170701,-9999,9
1426,36764,20170801,-9999,9
1426,36764,20170901,-9999,9
1426,36764,20171001,-9999,9
1427,37277,20170101,-9999,9
1427,37277,20170201,-9999,9
1427,37277,20170301,-9999,9
1427,37277,20170401,-9999,9
1427,37277,20170501,-9999,9
1427,37277,20170601,-9999,9
1427,37277,20170701,-9999,9
1427,37277,20170801,-9999,9
1427,37277,20170901,-9999,9
1427,37277,20171001,-9999,9
1428,902124,20170101,-86,0
1428,902124,20170201,-58,0
1428,902124,20170301,-76,0
1428,902124,20170401,-32,0
1428,902124,20170501,13,0
1428,902124,20170601,28,0
1428,902124,20170701,145,0
1428,902124,20170801,142,0
1428,902124,20170901,91,0
1428,902124,20171001,51,0
1429,37307,20170101,-9999,9
1429,37307,20170201,-9999,9
1429,37307,20170301,-9999,9
1429,37307,20170401,-9999,9
1429,37307,20170501,-9999,9
1429,37307,20170601,-9999,9
1429,37307,20170701,-9999,9
1429,37307,20170801,-9999,9
1429,37307,20170901,-9999,9
1429,37307,20171001,-9999,9
1430,37403,20170101,-9999,9
1430,37403,20170201,-9999,9
1430,37403,20170301,-9999,9
1430,37403,20170401,-9999,9
1430,37403,20170501,-9999,9
1430,37403,20170601,-9999,9
1430,37403,20170701,-9999,9
1430,37403,20170801,-9999,9
1430,37403,20170901,-9999,9
1430,37403,20171001,-9999,9
1439,6898,20170101,-9999,9
1439,6898,20170201,-9999,9
1439,6898,20170301,-9999,9
1439,6898,20170401,-9999,9
1439,6898,20170501,-9999,9
1439,6898,20170601,-9999,9
1439,6898,20170701,-9999,9
1439,6898,20170801,-9999,9
1439,6898,20170901,-9999,9
1439,6898,20171001,-9999,9
1451,6899,20170101,-9999,9
1451,6899,20170201,-9999,9
1451,6899,20170301,-9999,9
1451,6899,20170401,-9999,9
1451,6899,20170501,-9999,9
1451,6899,20170601,-9999,9
1451,6899,20170701,-9999,9
1451,6899,20170801,-9999,9
1451,6899,20170901,-9999,9
1451,6899,20171001,-9999,9
1460,6900,20170101,-9999,9
1460,6900,20170201,-9999,9
1460,6900,20170301,-9999,9
1460,6900,20170401,-9999,9
1460,6900,20170501,-9999,9
1460,6900,20170601,-9999,9
1460,6900,20170701,-9999,9
1460,6900,20170801,-9999,9
1460,6900,20170901,-9999,9
1460,6900,20171001,-9999,9
1461,6901,20170101,-9999,9
1461,6901,20170201,-9999,9
1461,6901,20170301,-9999,9
1461,6901,20170401,-9999,9
1461,6901,20170501,-9999,9
1461,6901,20170601,-9999,9
1461,6901,20170701,-9999,9
1461,6901,20170801,-9999,9
1461,6901,20170901,-9999,9
1461,6901,20171001,-9999,9
1464,6902,20170101,-9999,9
1464,6902,20170201,-9999,9
1464,6902,20170301,-9999,9
1464,6902,20170401,-9999,9
1464,6902,20170501,-9999,9
1464,6902,20170601,-9999,9
1464,6902,20170701,-9999,9
1464,6902,20170801,-9999,9
1464,6902,20170901,-9999,9
1464,6902,20171001,-9999,9
1470,6903,20170101,-9999,9
1470,6903,20170201,-9999,9
1470,6903,20170301,-9999,9
1470,6903,20170401,-9999,9
1470,6903,20170501,-9999,9
1470,6903,20170601,-9999,9
1470,6903,20170701,-9999,9
1470,6903,20170801,-9999,9
1470,6903,20170901,-9999,9
1470,6903,20171001,-9999,9
1472,933317,20170101,-9,0
1472,933317,20170201,-86,0
1472,933317,20170301,60,0
1472,933317,20170401,145,0
1472,933317,20170501,68,0
1472,933317,20170601,166,0
1472,933317,20170701,192,0
1472,933317,20170801,260,0
1472,933317,20170901,155,0
1472,933317,20171001,36,0
1473,6905,20170101,-9999,9
1473,6905,20170201,-9999,9
1473,6905,20170301,-9999,9
1473,6905,20170401,-9999,9
1473,6905,20170501,-9999,9
1473,6905,20170601,-9999,9
1473,6905,20170701,-9999,9
1473,6905,20170801,-9999,9
1473,6905,20170901,-9999,9
1473,6905,20171001,-9999,9
1482,933377,20170101,-22,0
1482,933377,20170201,-112,0
1482,933377,20170301,60,0
1482,933377,20170401,106,0
1482,933377,20170501,188,0
1482,933377,20170601,206,0
1482,933377,20170701,263,0
1482,933377,20170801,249,0
1482,933377,20170901,129,0
1482,933377,20171001,81,0
1490,6908,20170101,-9999,9
1490,6908,20170201,-9999,9
1490,6908,20170301,-9999,9
1490,6908,20170401,-9999,9
1490,6908,20170501,-9999,9
1490,6908,20170601,-9999,9
1490,6908,20170701,-9999,9
1490,6908,20170801,-9999,9
1490,6908,20170901,-9999,9
1490,6908,20171001,-9999,9
1492,6909,20170101,-9999,9
1492,6909,20170201,-9999,9
1492,6909,20170301,-9999,9
1492,6909,20170401,-9999,9
1492,6909,20170501,-9999,9
1492,6909,20170601,-9999,9
1492,6909,20170701,-9999,9
1492,6909,20170801,-9999,9
1492,6909,20170901,-9999,9
1492,6909,20171001,-9999,9
1496,6910,20170101,-9999,9
1496,6910,20170201,-9999,9
1496,6910,20170301,-9999,9
1496,6910,20170401,-9999,9
1496,6910,20170501,-9999,9
1496,6910,20170601,-9999,9
1496,6910,20170701,-9999,9
1496,6910,20170801,-9999,9
1496,6910,20170901,-9999,9
1496,6910,20171001,-9999,9
1509,6911,20170101,-9999,9
1509,6911,20170201,-9999,9
1509,6911,20170301,-9999,9
1509,6911,20170401,-9999,9
1509,6911,20170501,-9999,9
1509,6911,20170601,-9999,9
1509,6911,20170701,-9999,9
1509,6911,20170801,-9999,9
1509,6911,20170901,-9999,9
1509,6911,20171001,-9999,9
1513,14312,20170101,-9999,9
1513,14312,20170201,-9999,9
1513,14312,20170301,-9999,9
1513,14312,20170401,-9999,9
1513,14312,20170501,-9999,9
1513,14312,20170601,-9999,9
1513,14312,20170701,-9999,9
1513,14312,20170801,-9999,9
1513,14312,20170901,-9999,9
1513,14312,20171001,-9999,9
1519,933587,20170101,-6,0
1519,933587,20170201,-66,0
1519,933587,20170301,67,0
1519,933587,20170401,136,0
1519,933587,20170501,130,0
1519,933587,20170601,201,0
1519,933587,20170701,261,0
1519,933587,20170801,240,0
1519,933587,20170901,144,0
1519,933587,20171001,75,0
1526,14316,20170101,-9999,9
1526,14316,20170201,-9999,9
1526,14316,20170301,-9999,9
1526,14316,20170401,-9999,9
1526,14316,20170501,-9999,9
1526,14316,20170601,-9999,9
1526,14316,20170701,-9999,9
1526,14316,20170801,-9999,9
1526,14316,20170901,-9999,9
1526,14316,20171001,-9999,9
1535,6915,20170101,-9999,9
1535,6915,20170201,-9999,9
1535,6915,20170301,-9999,9
1535,6915,20170401,-9999,9
1535,6915,20170501,-9999,9
1535,6915,20170601,-9999,9
1535,6915,20170701,-9999,9
1535,6915,20170801,-9999,9
1535,6915,20170901,-9999,9
1535,6915,20171001,-9999,9
1536,6916,20170101,-9999,9
1536,6916,20170201,-9999,9
1536,6916,20170301,-9999,9
1536,6916,20170401,-9999,9
1536,6916,20170501,-9999,9
1536,6916,20170601,-9999,9
1536,6916,20170701,-9999,9
1536,6916,20170801,-9999,9
1536,6916,20170901,-9999,9
1536,6916,20171001,-9999,9
1542,6917,20170101,-9999,9
1542,6917,20170201,-9999,9
1542,6917,20170301,-9999,9
1542,6917,20170401,-9999,9
1542,6917,20170501,-9999,9
1542,6917,20170601,-9999,9
1542,6917,20170701,-9999,9
1542,6917,20170801,-9999,9
1542,6917,20170901,-9999,9
1542,6917,20171001,-9999,9
1548,6918,20170101,-9999,9
1548,6918,20170201,-9999,9
1548,6918,20170301,-9999,9
1548,6918,20170401,-9999,9
1548,6918,20170501,-9999,9
1548,6918,20170601,-9999,9
1548,6918,20170701,-9999,9
1548,6918,20170801,-9999,9
1548,6918,20170901,-9999,9
1548,6918,20171001,-9999,9
1564,6919,20170101,-9999,9
1564,6919,20170201,-9999,9
1564,6919,20170301,-9999,9
1564,6919,20170401,-9999,9
1564,6919,20170501,-9999,9
1564,6919,20170601,-9999,9
1564,6919,20170701,-9999,9
1564,6919,20170801,-9999,9
1564,6919,20170901,-9999,9
1564,6919,20171001,-9999,9
1567,5519,20170101,-9999,9
1567,5519,20170201,-9999,9
1567,5519,20170301,-9999,9
1567,5519,20170401,-9999,9
1567,5519,20170501,-9999,9
1567,5519,20170601,-9999,9
1567,5519,20170701,-9999,9
1567,5519,20170801,-9999,9
1567,5519,20170901,-9999,9
1567,5519,20171001,-9999,9
1571,6921,20170101,-9999,9
1571,6921,20170201,-9999,9
1571,6921,20170301,-9999,9
1571,6921,20170401,-9999,9
1571,6921,20170501,-9999,9
1571,6921,20170601,-9999,9
1571,6921,20170701,-9999,9
1571,6921,20170801,-9999,9
1571,6921,20170901,-9999,9
1571,6921,20171001,-9999,9
1577,14340,20170101,-9999,9
1577,14340,20170201,-9999,9
1577,14340,20170301,-9999,9
1577,14340,20170401,-9999,9
1577,14340,20170501,-9999,9
1577,14340,20170601,-9999,9
1577,14340,20170701,-9999,9
1577,14340,20170801,-9999,9
1577,14340,20170901,-9999,9
1577,14340,20171001,-9999,9
1585,14348,20170101,-9999,9
1585,14348,20170201,-9999,9
1585,14348,20170301,-9999,9
1585,14348,20170401,-9999,9
1585,14348,20170501,-9999,9
1585,14348,20170601,-9999,9
1585,14348,20170701,-9999,9
1585,14348,20170801,-9999,9
1585,14348,20170901,-9999,9
1585,14348,20171001,-9999,9
1587,6924,20170101,-9999,9
1587,6924,20170201,-9999,9
1587,6924,20170301,-9999,9
1587,6924,20170401,-9999,9
1587,6924,20170501,-9999,9
1587,6924,20170601,-9999,9
1587,6924,20170701,-9999,9
1587,6924,20170801,-9999,9
1587,6924,20170901,-9999,9
1587,6924,20171001,-9999,9
1592,933998,20170101,-17,0
1592,933998,20170201,-84,0
1592,933998,20170301,74,0
1592,933998,20170401,55,0
1592,933998,20170501,129,0
1592,933998,20170601,127,0
1592,933998,20170701,200,0
1592,933998,20170801,198,0
1592,933998,20170901,112,0
1592,933998,20171001,59,0
1594,14372,20170101,-9999,9
1594,14372,20170201,-9999,9
1594,14372,20170301,-9999,9
1594,14372,20170401,-9999,9
1594,14372,20170501,-9999,9
1594,14372,20170601,-9999,9
1594,14372,20170701,-9999,9
1594,14372,20170801,-9999,9
1594,14372,20170901,-9999,9
1594,14372,20171001,-9999,9
1603,6926,20170101,-9999,9
1603,6926,20170201,-9999,9
1603,6926,20170301,-9999,9
1603,6926,20170401,-9999,9
1603,6926,20170501,-9999,9
1603,6926,20170601,-9999,9
1603,6926,20170701,-9999,9
1603,6926,20170801,-9999,9
1603,6926,20170901,-9999,9
1603,6926,20171001,-9999,9
1609,6927,20170101,-9999,9
1609,6927,20170201,-9999,9
1609,6927,20170301,-9999,9
1609,6927,20170401,-9999,9
1609,6927,20170501,-9999,9
1609,6927,20170601,-9999,9
1609,6927,20170701,-9999,9
1609,6927,20170801,-9999,9
1609,6927,20170901,-9999,9
1609,6927,20171001,-9999,9
1614,6928,20170101,-9999,9
1614,6928,20170201,-9999,9
1614,6928,20170301,-9999,9
1614,6928,20170401,-9999,9
1614,6928,20170501,-9999,9
1614,6928,20170601,-9999,9
1614,6928,20170701,-9999,9
1614,6928,20170801,-9999,9
1614,6928,20170901,-9999,9
1614,6928,20171001,-9999,9
1615,14380,20170101,-9999,9
1615,14380,20170201,-9999,9
1615,14380,20170301,-9999,9
1615,14380,20170401,-9999,9
1615,14380,20170501,-9999,9
1615,14380,20170601,-9999,9
1615,14380,20170701,-9999,9
1615,14380,20170801,-9999,9
1615,14380,20170901,-9999,9
1615,14380,20171001,-9999,9
1627,903017,20170101,43,0
1627,903017,20170201,60,0
1627,903017,20170301,31,0
1627,903017,20170401,103,0
1627,903017,20170501,89,0
1627,903017,20170601,120,0
1627,903017,20170701,106,0
1627,903017,20170801,141,0
1627,903017,20170901,112,0
1627,903017,20171001,103,0
1628,903066,20170101,39,0
1628,903066,20170201,56,0
1628,903066,20170301,38,0
1628,903066,20170401,101,0
1628,903066,20170501,108,0
1628,903066,20170601,139,0
1628,903066,20170701,148,0
1628,903066,20170801,132,0
1628,903066,20170901,131,0
1628,903066,20171001,90,0
1629,6932,20170101,-9999,9
1629,6932,20170201,-9999,9
1629,6932,20170301,-9999,9
1629,6932,20170401,-9999,9
1629,6932,20170501,-9999,9
1629,6932,20170601,-9999,9
1629,6932,20170701,-9999,9
1629,6932,20170801,-9999,9
1629,6932,20170901,-9999,9
1629,6932,20171001,-9999,9
1630,6933,20170101,-9999,9
1630,6933,20170201,-9999,9
1630,6933,20170301,-9999,9
1630,6933,20170401,-9999,9
1630,6933,20170501,-9999,9
1630,6933,20170601,-9999,9
1630,6933,20170701,-9999,9
1630,6933,20170801,-9999,9
1630,6933,20170901,-9999,9
1630,6933,20171001,-9999,9
1631,6934,20170101,-9999,9
1631,6934,20170201,-9999,9
1631,6934,20170301,-9999,9
1631,6934,20170401,-9999,9
1631,6934,20170501,-9999,9
1631,6934,20170601,-9999,9
1631,6934,20170701,-9999,9
1631,6934,20170801,-9999,9
1631,6934,20170901,-9999,9
1631,6934,20171001,-9999,9
1632,6935,20170101,-9999,9
1632,6935,20170201,-9999,9
1632,6935,20170301,-9999,9
1632,6935,20170401,-9999,9
1632,6935,20170501,-9999,9
1632,6935,20170601,-9999,9
1632,6935,20170701,-9999,9
1632,6935,20170801,-9999,9
1632,6935,20170901,-9999,9
1632,6935,20171001,-9999,9
1633,903414,20170101,56,0
1633,903414,20170201,94,0
1633,903414,20170301,45,0
1633,903414,20170401,102,0
1633,903414,20170501,125,0
1633,903414,20170601,167,0
1633,903414,20170701,168,0
1633,903414,20170801,147,0
1633,903414,20170901,125,0
1633,903414,20171001,153,0
1634,6937,20170101,-9999,9
1634,6937,20170201,-9999,9
1634,6937,20170301,-9999,9
1634,6937,20170401,-9999,9
1634,6937,20170501,-9999,9
1634,6937,20170601,-9999,9
