"STAID","SOUID","DATE","FG","Q_FG"
3172,13484,20170901,31,0
3172,13484,20171001,101,0
3173,13485,20170101,95,0
3173,13485,20170201,84,0
3173,13485,20170301,67,0
3173,13485,20170401,48,0
3173,13485,20170501,49,0
3173,13485,20170601,33,0
3173,13485,20170701,88,0
3173,13485,20170801,50,0
3173,13485,20170901,37,0
3173,13485,20171001,105,0
3174,13486,20170101,90,0
3174,13486,20170201,105,0
3174,13486,20170301,77,0
3174,13486,20170401,73,0
3174,13486,20170501,80,0
3174,13486,20170601,52,0
3174,13486,20170701,81,0
3174,13486,20170801,52,0
3174,13486,20170901,33,0
3174,13486,20171001,108,0
3175,13487,20170101,95,0
3175,13487,20170201,98,0
3175,13487,20170301,70,0
3175,13487,20170401,70,0
3175,13487,20170501,59,0
3175,13487,20170601,25,0
3175,13487,20170701,86,0
3175,13487,20170801,55,0
3175,13487,20170901,20,0
3175,13487,20171001,125,0
3176,13488,20170101,95,0
3176,13488,20170201,60,0
3176,13488,20170301,69,0
3176,13488,20170401,48,0
3176,13488,20170501,45,0
3176,13488,20170601,33,0
3176,13488,20170701,90,0
3176,13488,20170801,51,0
3176,13488,20170901,37,0
3176,13488,20171001,93,0
3177,13571,20170101,64,0
3177,13571,20170201,59,0
3177,13571,20170301,52,0
3177,13571,20170401,40,0
3177,13571,20170501,42,0
3177,13571,20170601,27,0
3177,13571,20170701,48,0
3177,13571,20170801,40,0
3177,13571,20170901,20,0
3177,13571,20171001,74,0
3178,13490,20170101,71,0
3178,13490,20170201,65,0
3178,13490,20170301,46,0
3178,13490,20170401,31,0
3178,13490,20170501,56,0
3178,13490,20170601,25,0
3178,13490,20170701,48,0
3178,13490,20170801,27,0
3178,13490,20170901,20,0
3178,13490,20171001,97,0
3179,13491,20170101,95,0
3179,13491,20170201,103,0
3179,13491,20170301,71,0
3179,13491,20170401,76,0
3179,13491,20170501,66,0
3179,13491,20170601,46,0
3179,13491,20170701,84,0
3179,13491,20170801,58,0
3179,13491,20170901,23,0
3179,13491,20171001,122,0
3180,13492,20170101,100,0
3180,13492,20170201,71,0
3180,13492,20170301,63,0
3180,13492,20170401,40,0
3180,13492,20170501,57,0
3180,13492,20170601,34,0
3180,13492,20170701,85,0
3180,13492,20170801,41,0
3180,13492,20170901,35,0
3180,13492,20171001,99,0
3181,906285,20170101,110,0
3181,13493,20170201,91,0
3181,906285,20170301,60,0
3181,906285,20170401,50,0
3181,13493,20170501,83,0
3181,906285,20170601,26,0
3181,906285,20170701,83,0
3181,13493,20170801,47,0
3181,906285,20170901,43,0
3181,906285,20171001,100,0
3182,13494,20170101,59,0
3182,13494,20170201,48,0
3182,13494,20170301,69,0
3182,13494,20170401,29,0
3182,13494,20170501,48,0
3182,13494,20170601,43,0
3182,13494,20170701,83,0
3182,13494,20170801,29,0
3182,13494,20170901,38,0
3182,13494,20171001,61,0
3183,13625,20170101,69,0
3183,13625,20170201,69,0
3183,13625,20170301,70,0
3183,13625,20170401,31,0
3183,13625,20170501,65,0
3183,13625,20170601,33,0
3183,13625,20170701,61,0
3183,13625,20170801,33,0
3183,13625,20170901,38,0
3183,13625,20171001,94,0
3184,13496,20170101,89,0
3184,13496,20170201,75,0
3184,13496,20170301,68,0
3184,13496,20170401,43,0
3184,13496,20170501,60,0
3184,13496,20170601,35,0
3184,13496,20170701,90,0
3184,13496,20170801,43,0
3184,13496,20170901,35,0
3184,13496,20171001,109,0
3185,13497,20170101,93,0
3185,13497,20170201,73,0
3185,13497,20170301,73,0
3185,13497,20170401,40,0
3185,13497,20170501,64,0
3185,13497,20170601,40,0
3185,13497,20170701,92,0
3185,13497,20170801,45,0
3185,13497,20170901,43,0
3185,13497,20171001,106,0
3186,13498,20170101,67,0
3186,13498,20170201,63,0
3186,13498,20170301,66,0
3186,13498,20170401,25,0
3186,13498,20170501,56,0
3186,13498,20170601,25,0
3186,13498,20170701,63,0
3186,13498,20170801,22,0
3186,13498,20170901,24,0
3186,13498,20171001,83,0
3187,13499,20170101,75,0
3187,13499,20170201,66,0
3187,13499,20170301,70,0
3187,13499,20170401,38,0
3187,13499,20170501,58,0
3187,13499,20170601,34,0
3187,13499,20170701,89,0
3187,13499,20170801,39,0
3187,13499,20170901,32,0
3187,13499,20171001,89,0
3188,13500,20170101,90,0
3188,13500,20170201,85,0
3188,13500,20170301,72,0
3188,13500,20170401,52,0
3188,13500,20170501,57,0
3188,13500,20170601,35,0
3188,13500,20170701,92,0
3188,13500,20170801,47,0
3188,13500,20170901,36,0
3188,13500,20171001,112,0
3189,13501,20170101,100,0
3189,13501,20170201,90,0
3189,13501,20170301,79,0
3189,13501,20170401,58,0
3189,13501,20170501,63,0
3189,13501,20170601,31,0
3189,13501,20170701,87,0
3189,13501,20170801,54,0
3189,13501,20170901,30,0
3189,13501,20171001,123,0
3190,13502,20170101,61,0
3190,13502,20170201,53,0
3190,13502,20170301,63,0
3190,13502,20170401,28,0
3190,13502,20170501,49,0
3190,13502,20170601,33,0
3190,13502,20170701,68,0
3190,13502,20170801,25,0
3190,13502,20170901,27,0
3190,13502,20171001,70,0
3191,13503,20170101,71,0
3191,13503,20170201,63,0
3191,13503,20170301,65,0
3191,13503,20170401,31,0
3191,13503,20170501,57,0
3191,13503,20170601,31,0
3191,13503,20170701,73,0
3191,13503,20170801,20,0
3191,13503,20170901,27,0
3191,13503,20171001,87,0
3192,13504,20170101,60,0
3192,13504,20170201,59,0
3192,13504,20170301,59,0
3192,13504,20170401,31,0
3192,13504,20170501,45,0
3192,13504,20170601,28,0
3192,13504,20170701,57,0
3192,13504,20170801,29,0
3192,13504,20170901,23,0
3192,13504,20171001,60,0
3301,14861,20170101,0,0
3301,14861,20170201,0,0
3301,14861,20170301,1,0
3301,14861,20170401,15,0
3301,14861,20170501,0,0
3301,14861,20170601,4,0
3301,14861,20170701,12,0
3301,14861,20170801,1,0
3301,14861,20170901,0,0
3301,914120,20171001,0,0
3311,14961,20170101,1,0
3311,14961,20170201,3,0
3311,14961,20170301,3,0
3311,14961,20170401,7,0
3311,14961,20170501,9,0
3311,14961,20170601,0,0
3311,14961,20170701,4,0
3311,14961,20170801,0,0
3311,14961,20170901,3,0
3311,914118,20171001,0,0
3312,14971,20170101,6,0
3312,14971,20170201,0,0
3312,14971,20170301,15,0
3312,14971,20170401,15,0
3312,14971,20170501,12,0
3312,14971,20170601,8,0
3312,14971,20170701,9,0
3312,14971,20170801,6,0
3312,14971,20170901,9,0
3312,914010,20171001,7,0
3316,15011,20170101,3,0
3316,15011,20170201,7,0
3316,15011,20170301,3,0
3316,15011,20170401,27,0
3316,15011,20170501,3,0
3316,15011,20170601,2,0
3316,15011,20170701,3,0
3316,15011,20170801,2,0
3316,15011,20170901,0,0
3316,914012,20171001,10,0
3317,15021,20170101,2,0
3317,15021,20170201,3,0
3317,15021,20170301,2,0
3317,15021,20170401,4,0
3317,15021,20170501,2,0
3317,15021,20170601,2,0
3317,15021,20170701,2,0
3317,15021,20170801,1,0
3317,15021,20170901,3,0
3317,914009,20171001,0,0
3322,15071,20170101,3,0
3322,15071,20170201,0,0
3322,15071,20170301,0,0
3322,15071,20170401,4,0
3322,15071,20170501,1,0
3322,15071,20170601,1,0
3322,15071,20170701,2,0
3322,15071,20170801,1,0
3322,15071,20170901,3,0
3322,15071,20171001,-9999,9
3323,15081,20170101,25,0
3323,15081,20170201,27,0
3323,15081,20170301,14,0
3323,15081,20170401,12,0
3323,15081,20170501,6,0
3323,15081,20170601,13,0
3323,15081,20170701,12,0
3323,15081,20170801,13,0
3323,15081,20170901,15,0
3323,914112,20171001,20,0
3325,15101,20170101,13,0
3325,15101,20170201,8,0
3325,15101,20170301,13,0
3325,15101,20170401,15,0
3325,15101,20170501,18,0
3325,15101,20170601,15,0
3325,15101,20170701,15,0
3325,15101,20170801,18,0
3325,15101,20170901,12,0
3325,15101,20171001,-9999,9
3326,15111,20170101,13,0
3326,15111,20170201,4,0
3326,15111,20170301,33,0
3326,15111,20170401,14,0
3326,914106,20170501,15,0
3326,914106,20170601,20,0
3326,15111,20170701,27,0
3326,15111,20170801,19,0
3326,15111,20170901,35,0
3326,15111,20171001,29,0
3328,15131,20170101,16,0
3328,15131,20170201,5,0
3328,15131,20170301,14,0
3328,15131,20170401,18,0
3328,15131,20170501,22,0
3328,15131,20170601,11,0
3328,15131,20170701,15,0
3328,15131,20170801,8,0
3328,15131,20170901,11,0
3328,15131,20171001,18,0
3329,15141,20170101,0,0
3329,15141,20170201,0,0
3329,15141,20170301,12,0
3329,15141,20170401,26,0
3329,914021,20170501,17,0
3329,914021,20170601,17,0
3329,15141,20170701,19,0
3329,15141,20170801,20,0
3329,15141,20170901,14,0
3329,15141,20171001,9,0
3330,15151,20170101,2,0
3330,15151,20170201,3,0
3330,15151,20170301,20,0
3330,15151,20170401,21,0
3330,15151,20170501,13,0
3330,15151,20170601,19,0
3330,15151,20170701,9,0
3330,914014,20170801,15,0
3330,15151,20170901,14,0
3330,15151,20171001,13,0
3331,15161,20170101,13,0
3331,15161,20170201,16,0
3331,15161,20170301,19,0
3331,15161,20170401,25,0
3331,15161,20170501,11,0
3331,15161,20170601,19,0
3331,15161,20170701,35,0
3331,15161,20170801,23,0
3331,15161,20170901,34,0
3331,15161,20171001,16,0
3332,15171,20170101,28,0
3332,15171,20170201,12,0
3332,15171,20170301,28,0
3332,15171,20170401,41,0
3332,15171,20170501,30,0
3332,15171,20170601,38,0
3332,15171,20170701,37,0
3332,15171,20170801,29,0
3332,15171,20170901,32,0
3332,15171,20171001,31,0
3333,15181,20170101,7,0
3333,15181,20170201,13,0
3333,15181,20170301,12,0
3333,15181,20170401,21,0
3333,914023,20170501,15,0
3333,914023,20170601,12,0
3333,15181,20170701,28,0
3333,15181,20170801,13,0
3333,15181,20170901,16,0
3333,15181,20171001,13,0
3334,914024,20170101,45,0
3334,914024,20170201,52,0
3334,914024,20170301,47,0
3334,914024,20170401,47,0
3334,914024,20170501,22,0
3334,914024,20170601,42,0
3334,914024,20170701,47,0
3334,914024,20170801,27,0
3334,914024,20170901,50,0
3334,914024,20171001,27,0
3335,15201,20170101,12,0
3335,15201,20170201,12,0
3335,15201,20170301,16,0
3335,15201,20170401,25,0
3335,914031,20170501,15,0
3335,914031,20170601,15,0
3335,15201,20170701,28,0
3335,15201,20170801,16,0
3335,15201,20170901,18,0
3335,15201,20171001,10,0
3336,15211,20170101,2,0
3336,15211,20170201,7,0
3336,15211,20170301,8,0
3336,15211,20170401,5,0
3336,15211,20170501,9,0
3336,15211,20170601,8,0
3336,15211,20170701,9,0
3336,15211,20170801,7,0
3336,15211,20170901,11,0
3336,15211,20171001,11,0
3506,15777,20170101,12,0
3506,15777,20170201,19,0
3506,15777,20170301,45,0
3506,15777,20170401,38,0
3506,15777,20170501,29,0
3506,15777,20170601,20,0
3506,15777,20170701,37,0
3506,15777,20170801,21,0
3506,15777,20170901,23,0
3506,910739,20171001,20,0
3509,58054,20170101,34,0
3509,58054,20170201,23,0
3509,58054,20170301,32,0
3509,58054,20170401,11,0
3509,58054,20170501,51,0
3509,58054,20170601,36,0
3509,58054,20170701,12,0
3509,58054,20170801,5,0
3509,58054,20170901,12,0
3509,58054,20171001,28,0
3510,58212,20170101,30,0
3510,58212,20170201,16,0
3510,58212,20170301,46,0
3510,58212,20170401,17,0
3510,58212,20170501,34,0
3510,58212,20170601,30,0
3510,58212,20170701,21,0
3510,58212,20170801,13,0
3510,58212,20170901,22,0
3510,58212,20171001,32,0
3512,58222,20170101,68,0
3512,58222,20170201,75,0
3512,58222,20170301,104,0
3512,58222,20170401,46,0
3512,58222,20170501,44,0
3512,58222,20170601,60,0
3512,58222,20170701,70,0
3512,58222,20170801,23,0
3512,58222,20170901,61,0
3512,58222,20171001,110,0
3513,58227,20170101,35,0
3513,58227,20170201,16,0
3513,58227,20170301,33,0
3513,58227,20170401,20,0
3513,58227,20170501,17,0
3513,58227,20170601,30,0
3513,58227,20170701,29,0
3513,58227,20170801,13,0
3513,58227,20170901,20,0
3513,58227,20171001,19,0
3514,58231,20170101,54,0
3514,58231,20170201,38,0
3514,58231,20170301,40,0
3514,58231,20170401,49,0
3514,58231,20170501,31,0
3514,58231,20170601,38,0
3514,58231,20170701,46,0
3514,58231,20170801,51,0
3514,58231,20170901,25,0
3514,58231,20171001,78,0
3515,58236,20170101,40,0
3515,58236,20170201,24,0
3515,58236,20170301,52,0
3515,58236,20170401,29,0
3515,58236,20170501,18,0
3515,58236,20170601,42,0
3515,58236,20170701,38,0
3515,58236,20170801,24,0
3515,58236,20170901,24,0
3515,58236,20171001,60,0
3516,58241,20170101,52,0
3516,58241,20170201,36,0
3516,58241,20170301,55,0
3516,58241,20170401,60,0
3516,58241,20170501,28,0
3516,58241,20170601,41,0
3516,58241,20170701,63,0
3516,58241,20170801,32,0
3516,58241,20170901,28,0
3516,58241,20171001,35,0
3517,58247,20170101,30,0
3517,58247,20170201,12,0
3517,58247,20170301,22,0
3517,58247,20170401,35,0
3517,58247,20170501,14,0
3517,58247,20170601,33,0
3517,58247,20170701,25,0
3517,58247,20170801,20,0
3517,58247,20170901,15,0
3517,58247,20171001,24,0
3518,58254,20170101,18,0
3518,58254,20170201,22,0
3518,58254,20170301,32,0
3518,58254,20170401,32,0
3518,58254,20170501,18,0
3518,58254,20170601,46,0
3518,58254,20170701,25,0
3518,58254,20170801,25,0
3518,58254,20170901,19,0
3518,58254,20171001,20,0
3519,58258,20170101,30,0
3519,58258,20170201,28,0
3519,58258,20170301,42,0
3519,58258,20170401,38,0
3519,58258,20170501,23,0
3519,58258,20170601,52,0
3519,58258,20170701,28,0
3519,58258,20170801,30,0
3519,58258,20170901,22,0
3519,58258,20171001,35,0
3520,58262,20170101,41,0
3520,58262,20170201,31,0
3520,58262,20170301,29,0
3520,58262,20170401,32,0
3520,58262,20170501,19,0
3520,58262,20170601,73,0
3520,58262,20170701,28,0
3520,58262,20170801,37,0
3520,58262,20170901,21,0
3520,58262,20171001,34,0
3521,58268,20170101,8,0
3521,58268,20170201,22,0
3521,58268,20170301,7,0
3521,58268,20170401,17,0
3521,58268,20170501,12,0
3521,58268,20170601,47,0
3521,58268,20170701,25,0
3521,58268,20170801,27,0
3521,58268,20170901,11,0
3521,58268,20171001,10,0
3522,58272,20170101,4,0
3522,58272,20170201,18,0
3522,58272,20170301,19,0
3522,58272,20170401,22,0
3522,58272,20170501,11,0
3522,58272,20170601,25,0
3522,58272,20170701,18,0
3522,58272,20170801,16,0
3522,58272,20170901,9,0
3522,58272,20171001,19,0
3523,58277,20170101,45,0
3523,58277,20170201,20,0
3523,58277,20170301,30,0
3523,58277,20170401,45,0
3523,58277,20170501,42,0
3523,58277,20170601,55,0
3523,58277,20170701,48,0
3523,58277,20170801,39,0
3523,58277,20170901,37,0
3523,58277,20171001,75,0
3524,58282,20170101,13,0
3524,58282,20170201,2,0
3524,58282,20170301,3,0
3524,58282,20170401,13,0
3524,58282,20170501,9,0
3524,58282,20170601,21,0
3524,58282,20170701,8,0
3524,58282,20170801,5,0
3524,58282,20170901,6,0
3524,58282,20171001,20,0
3526,58290,20170101,20,0
3526,58290,20170201,8,0
3526,58290,20170301,16,0
3526,58290,20170401,22,0
3526,58290,20170501,28,0
3526,58290,20170601,50,0
3526,58290,20170701,27,0
3526,58290,20170801,23,0
3526,58290,20170901,28,0
3526,58290,20171001,42,0
3528,58298,20170101,45,0
3528,58298,20170201,22,0
3528,58298,20170301,29,0
3528,58298,20170401,31,0
3528,58298,20170501,35,0
3528,58298,20170601,67,0
3528,58298,20170701,40,0
3528,58298,20170801,24,0
3528,58298,20170901,42,0
3528,58298,20171001,67,0
3529,58304,20170101,3,0
3529,58304,20170201,5,0
3529,58304,20170301,8,0
3529,58304,20170401,7,0
3529,58304,20170501,23,0
3529,902243,20170601,25,0
3529,58304,20170701,12,0
3529,58304,20170801,7,0
3529,58304,20170901,11,0
3529,58304,20171001,18,0
3531,58314,20170101,24,0
3531,58314,20170201,40,0
3531,58314,20170301,28,0
3531,58314,20170401,47,0
3531,58314,20170501,47,0
3531,58314,20170601,39,0
3531,58314,20170701,47,0
3531,58314,20170801,57,0
3531,58314,20170901,34,0
3531,58314,20171001,75,0
3532,58319,20170101,28,0
3532,58319,20170201,30,0
3532,58319,20170301,28,0
3532,58319,20170401,36,0
3532,58319,20170501,60,0
3532,58319,20170601,32,0
3532,58319,20170701,31,0
3532,58319,20170801,47,0
3532,58319,20170901,23,0
3532,58319,20171001,18,0
3534,58329,20170101,20,0
3534,58329,20170201,25,0
3534,58329,20170301,19,0
3534,58329,20170401,23,0
3534,58329,20170501,29,0
3534,58329,20170601,32,0
3534,58329,20170701,26,0
3534,58329,20170801,8,0
3534,58329,20170901,20,0
3534,58329,20171001,50,0
3535,58334,20170101,49,0
3535,58334,20170201,55,0
3535,58334,20170301,32,0
3535,58334,20170401,48,0
3535,58334,20170501,84,0
3535,58334,20170601,87,0
3535,902297,20170701,32,0
3535,58334,20170801,47,0
3535,58334,20170901,39,0
3535,58334,20171001,19,0
3537,58345,20170101,10,0
3537,58345,20170201,40,0
3537,58345,20170301,34,0
3537,58345,20170401,27,0
3537,58345,20170501,58,0
3537,58345,20170601,41,0
3537,58345,20170701,31,0
3537,58345,20170801,18,0
3537,58345,20170901,17,0
3537,58345,20171001,68,0
3538,58351,20170101,23,0
3538,58351,20170201,26,0
3538,902151,20170301,27,0
3538,58351,20170401,14,0
3538,58351,20170501,52,0
3538,58351,20170601,56,0
3538,58351,20170701,38,0
3538,902151,20170801,22,0
3538,58351,20170901,20,0
3538,58351,20171001,21,0
3539,58356,20170101,4,0
3539,58356,20170201,10,0
3539,58356,20170301,31,0
3539,58356,20170401,15,0
3539,58356,20170501,41,0
3539,58356,20170601,64,0
3539,58356,20170701,16,0
3539,58356,20170801,14,0
3539,58356,20170901,15,0
3539,58356,20171001,12,0
3540,62254,20170101,28,0
3540,62254,20170201,16,0
3540,62254,20170301,60,0
3540,62254,20170401,15,0
3540,62254,20170501,109,0
3540,62254,20170601,22,0
3540,62254,20170701,33,0
3540,62254,20170801,35,0
3540,62254,20170901,20,0
3540,62254,20171001,12,0
3542,911968,20170101,20,0
3542,911968,20170201,10,0
3542,911968,20170301,40,0
3542,911968,20170401,20,0
3542,911968,20170501,32,0
3542,911968,20170601,25,0
3542,911968,20170701,42,0
3542,911968,20170801,17,0
3542,911968,20170901,12,0
3542,911968,20171001,22,0
3544,16361,20170101,-9999,9
3544,16361,20170201,-9999,9
3544,16361,20170301,-9999,9
3544,16361,20170401,-9999,9
3544,16361,20170501,-9999,9
3544,16361,20170601,-9999,9
3544,16361,20170701,-9999,9
3544,16361,20170801,-9999,9
3544,16361,20170901,-9999,9
3544,16361,20171001,-9999,9
3838,19952,20170101,22,0
3838,19952,20170201,31,0
3838,19952,20170301,36,0
3838,19952,20170401,53,0
3838,19952,20170501,39,0
3838,19952,20170601,22,0
3838,19952,20170701,42,0
3838,19952,20170801,28,0
3838,19952,20170901,36,0
3838,19952,20171001,25,0
3839,20303,20170101,11,0
3839,20303,20170201,8,0
3839,20303,20170301,28,0
3839,20303,20170401,33,0
3839,20303,20170501,25,0
3839,20303,20170601,25,0
3839,20303,20170701,47,0
3839,20303,20170801,28,0
3839,20303,20170901,47,0
3839,20303,20171001,31,0
3903,19718,20170101,25,0
3903,19718,20170201,53,0
3903,19718,20170301,53,0
3903,19718,20170401,44,0
3903,19718,20170501,44,0
3903,19718,20170601,22,0
3903,19718,20170701,25,0
3903,19718,20170801,22,0
3903,19718,20170901,28,0
3903,19718,20171001,22,0
3904,19745,20170101,39,0
3904,19745,20170201,28,0
3904,19745,20170301,39,0
3904,19745,20170401,39,0
3904,19745,20170501,17,0
3904,19745,20170601,19,0
3904,19745,20170701,33,0
3904,19745,20170801,39,0
3904,19745,20170901,22,0
3904,19745,20171001,8,0
3905,19745,20170101,39,0
3905,19745,20170201,28,0
3905,19745,20170301,39,0
3905,19745,20170401,39,0
3905,19745,20170501,17,0
3905,19745,20170601,19,0
3905,19745,20170701,33,0
3905,19745,20170801,39,0
3905,19745,20170901,22,0
3905,19745,20171001,8,0
3906,19754,20170101,0,0
3906,19754,20170201,17,0
3906,19754,20170301,8,0
3906,19754,20170401,22,0
3906,19754,20170501,11,0
3906,19754,20170601,14,0
3906,19754,20170701,11,0
3906,19754,20170801,6,0
3906,19754,20170901,14,0
3906,19754,20171001,6,0
3907,19781,20170101,31,0
3907,19781,20170201,33,0
3907,19781,20170301,36,0
3907,19781,20170401,25,0
3907,19781,20170501,50,0
3907,19781,20170601,61,0
3907,19781,20170701,33,0
3907,19781,20170801,17,0
3907,19781,20170901,58,0
3907,19781,20171001,14,0
3908,19781,20170101,31,0
3908,19781,20170201,33,0
3908,19781,20170301,36,0
3908,19781,20170401,25,0
3908,19781,20170501,50,0
3908,19781,20170601,61,0
3908,19781,20170701,33,0
3908,19781,20170801,17,0
3908,19781,20170901,58,0
3908,19781,20171001,14,0
3909,19790,20170101,31,0
3909,19790,20170201,22,0
3909,19790,20170301,42,0
3909,19790,20170401,72,0
3909,19790,20170501,44,0
3909,19790,20170601,17,0
3909,19790,20170701,42,0
3909,19790,20170801,11,0
3909,19790,20170901,25,0
3909,19790,20171001,17,0
3910,908014,20170101,30,0
3910,908014,20170201,10,0
3910,908014,20170301,13,0
3910,908014,20170401,23,0
3910,908014,20170501,23,0
3910,908014,20170601,15,0
3910,908014,20170701,40,0
3910,908014,20170801,25,0
3910,908014,20170901,25,0
3910,908014,20171001,30,0
3911,908014,20170101,30,0
3911,908014,20170201,10,0
3911,908014,20170301,13,0
3911,908014,20170401,23,0
3911,908014,20170501,23,0
3911,908014,20170601,15,0
3911,908014,20170701,40,0
3911,908014,20170801,25,0
3911,908014,20170901,25,0
3911,908014,20171001,30,0
3912,908014,20170101,30,0
3912,908014,20170201,10,0
3912,908014,20170301,13,0
3912,908014,20170401,23,0
3912,908014,20170501,23,0
3912,908014,20170601,15,0
3912,908014,20170701,40,0
3912,908014,20170801,25,0
3912,908014,20170901,25,0
3912,908014,20171001,30,0
3913,908015,20170101,22,0
3913,19826,20170201,8,0
3913,19826,20170301,22,0
3913,19826,20170401,39,0
3913,19826,20170501,22,0
3913,19826,20170601,11,0
3913,19826,20170701,19,0
3913,19826,20170801,14,0
3913,19826,20170901,19,0
3913,19826,20171001,19,0
3914,19835,20170101,11,0
3914,19835,20170201,25,0
3914,19835,20170301,28,0
3914,19835,20170401,50,0
3914,19835,20170501,42,0
3914,19835,20170601,28,0
3914,19835,20170701,39,0
3914,19835,20170801,19,0
3914,19835,20170901,22,0
3914,19835,20171001,28,0
3915,19835,20170101,11,0
3915,19835,20170201,25,0
3915,19835,20170301,28,0
3915,19835,20170401,50,0
3915,19835,20170501,42,0
3915,19835,20170601,28,0
3915,19835,20170701,39,0
3915,19835,20170801,19,0
3915,19835,20170901,22,0
3915,19835,20171001,28,0
3916,19853,20170101,22,0
3916,19853,20170201,33,0
3916,19853,20170301,25,0
3916,19853,20170401,39,0
3916,19853,20170501,56,0
3916,19853,20170601,28,0
3916,19853,20170701,39,0
3916,19853,20170801,33,0
3916,19853,20170901,50,0
3916,19853,20171001,11,0
3917,19862,20170101,17,0
3917,19862,20170201,22,0
3917,19862,20170301,39,0
3917,19862,20170401,31,0
3917,19862,20170501,56,0
3917,19862,20170601,19,0
3917,19862,20170701,36,0
3917,19862,20170801,53,0
3917,19862,20170901,67,0
3917,19862,20171001,36,0
3918,19871,20170101,11,0
3918,19871,20170201,11,0
3918,19871,20170301,17,0
3918,19871,20170401,19,0
3918,19871,20170501,22,0
3918,19871,20170601,17,0
3918,19871,20170701,22,0
3918,19871,20170801,22,0
3918,19871,20170901,28,0
3918,19871,20171001,14,0
3919,19880,20170101,11,0
3919,19880,20170201,17,0
3919,19880,20170301,31,0
3919,19880,20170401,25,0
3919,19880,20170501,42,0
3919,19880,20170601,28,0
3919,19880,20170701,33,0
3919,19880,20170801,50,0
3919,19880,20170901,50,0
3919,19880,20171001,22,0
3920,19916,20170101,-9999,9
3920,19916,20170201,-9999,9
3920,19916,20170301,-9999,9
3920,19916,20170401,-9999,9
3920,19916,20170501,-9999,9
3920,19916,20170601,-9999,9
3920,19916,20170701,-9999,9
3920,19916,20170801,-9999,9
3920,19916,20170901,-9999,9
3920,19916,20171001,-9999,9
3921,19925,20170101,6,0
3921,19925,20170201,42,0
3921,19925,20170301,22,0
3921,19925,20170401,42,0
3921,19925,20170501,25,0
3921,19925,20170601,25,0
3921,19925,20170701,39,0
3921,19925,20170801,28,0
3921,19925,20170901,22,0
3921,19925,20171001,17,0
3922,19979,20170101,28,0
3922,19979,20170201,36,0
3922,19979,20170301,28,0
3922,19979,20170401,81,0
3922,19979,20170501,50,0
3922,19979,20170601,19,0
3922,19979,20170701,67,0
3922,19979,20170801,33,0
3922,19979,20170901,44,0
3922,19979,20171001,36,0
3923,19988,20170101,3,0
3923,19988,20170201,33,0
3923,19988,20170301,31,0
3923,19988,20170401,89,0
3923,19988,20170501,44,0
3923,19988,20170601,11,0
3923,19988,20170701,67,0
3923,19988,20170801,17,0
3923,19988,20170901,31,0
3923,19988,20171001,22,0
3924,19997,20170101,22,0
3924,19997,20170201,14,0
3924,19997,20170301,14,0
3924,19997,20170401,22,0
3924,19997,20170501,33,0
3924,19997,20170601,19,0
3924,908286,20170701,32,0
3924,908286,20170801,17,0
3924,908286,20170901,25,0
3924,908286,20171001,15,0
3925,19997,20170101,22,0
3925,19997,20170201,14,0
3925,19997,20170301,14,0
3925,19997,20170401,22,0
3925,19997,20170501,33,0
3925,19997,20170601,19,0
3925,908286,20170701,32,0
3925,908286,20170801,17,0
3925,908286,20170901,25,0
3925,908286,20171001,15,0
3926,20015,20170101,33,0
3926,20015,20170201,19,0
3926,20015,20170301,22,0
3926,20015,20170401,33,0
3926,20015,20170501,22,0
3926,20015,20170601,39,0
3926,20015,20170701,28,0
3926,20015,20170801,33,0
3926,20015,20170901,33,0
3926,20015,20171001,25,0
3927,20024,20170101,-9999,9
3927,20024,20170201,-9999,9
3927,20024,20170301,-9999,9
3927,20024,20170401,-9999,9
3927,20024,20170501,-9999,9
3927,20024,20170601,-9999,9
3927,20024,20170701,-9999,9
3927,20024,20170801,-9999,9
3927,20024,20170901,-9999,9
3927,20024,20171001,-9999,9
3928,20033,20170101,6,0
3928,20033,20170201,11,0
3928,20033,20170301,14,0
3928,20033,20170401,25,0
3928,20033,20170501,11,0
3928,20033,20170601,17,0
3928,20033,20170701,19,0
3928,20033,20170801,17,0
3928,20033,20170901,17,0
3928,20033,20171001,19,0
3929,20060,20170101,6,0
3929,20060,20170201,11,0
3929,20060,20170301,17,0
3929,20060,20170401,22,0
3929,20060,20170501,17,0
3929,20060,20170601,14,0
3929,20060,20170701,19,0
3929,20060,20170801,17,0
3929,20060,20170901,17,0
3929,20060,20171001,17,0
3930,56226,20170101,7,0
3930,56226,20170201,12,0
3930,56226,20170301,15,0
3930,56226,20170401,13,0
3930,56226,20170501,17,0
3930,56226,20170601,11,0
3930,55325,20170701,-9999,9
3930,55325,20170801,-9999,9
3930,55325,20170901,-9999,9
3930,55325,20171001,-9999,9
3931,20078,20170101,6,0
3931,20078,20170201,11,0
3931,20078,20170301,28,0
3931,20078,20170401,19,0
3931,20078,20170501,44,0
3931,20078,20170601,19,0
3931,20078,20170701,22,0
3931,20078,20170801,22,0
3931,20078,20170901,11,0
3931,20078,20171001,22,0
3932,20087,20170101,6,0
3932,20087,20170201,28,0
3932,20087,20170301,14,0
3932,20087,20170401,33,0
3932,20087,20170501,28,0
3932,20087,20170601,25,0
3932,20087,20170701,22,0
3932,20087,20170801,22,0
3932,20087,20170901,22,0
3932,20087,20171001,11,0
3933,908226,20170101,10,0
