"STAID","SOUID","DATE","DD","Q_DD"
5503,60256,20170301,182,0
5503,60256,20170401,231,0
5503,60256,20170501,302,0
5503,60256,20170601,298,0
5503,60256,20170701,28,0
5503,60256,20170801,232,0
5503,60256,20170901,269,0
5503,60256,20171001,144,0
5504,60241,20170101,300,0
5504,60241,20170201,253,0
5504,60241,20170301,174,0
5504,60241,20170401,222,0
5504,60241,20170501,194,0
5504,60241,20170601,332,0
5504,60241,20170701,102,0
5504,60241,20170801,215,0
5504,60241,20170901,291,0
5504,60241,20171001,159,0
5505,60245,20170101,-9999,9
5505,60245,20170201,-9999,9
5505,60245,20170301,-9999,9
5505,60245,20170401,-9999,9
5505,60245,20170501,-9999,9
5505,60245,20170601,-9999,9
5505,60245,20170701,-9999,9
5505,60245,20170801,-9999,9
5505,60245,20170901,-9999,9
5505,60245,20171001,-9999,9
5507,60256,20170101,274,0
5507,60256,20170201,256,0
5507,60256,20170301,182,0
5507,60256,20170401,231,0
5507,60256,20170501,302,0
5507,60256,20170601,298,0
5507,60256,20170701,28,0
5507,60256,20170801,232,0
5507,60256,20170901,269,0
5507,60256,20171001,144,0
5509,60288,20170101,330,0
5509,60288,20170201,245,0
5509,60288,20170301,223,0
5509,60288,20170401,235,0
5509,60288,20170501,299,0
5509,60288,20170601,326,0
5509,60288,20170701,54,0
5509,60288,20170801,240,0
5509,60288,20170901,180,0
5509,60288,20171001,135,0
5510,60256,20170101,274,0
5510,60256,20170201,256,0
5510,60256,20170301,182,0
5510,60256,20170401,231,0
5510,60256,20170501,302,0
5510,60256,20170601,298,0
5510,60256,20170701,28,0
5510,60256,20170801,232,0
5510,60256,20170901,269,0
5510,60256,20171001,144,0
5511,60277,20170101,270,0
5511,60277,20170201,240,0
5511,60277,20170301,200,0
5511,60277,20170401,240,0
5511,60277,20170501,250,0
5511,60277,20170601,350,0
5511,60277,20170701,70,0
5511,60277,20170801,240,0
5511,60277,20170901,310,0
5511,60277,20171001,160,0
5512,60282,20170101,-9999,9
5512,60282,20170201,-9999,9
5512,60282,20170301,-9999,9
5512,60282,20170401,-9999,9
5512,60282,20170501,-9999,9
5512,60282,20170601,-9999,9
5512,60282,20170701,-9999,9
5512,60282,20170801,-9999,9
5512,60282,20170901,-9999,9
5512,60282,20171001,-9999,9
5513,60288,20170101,330,0
5513,60288,20170201,245,0
5513,60288,20170301,223,0
5513,60288,20170401,235,0
5513,60288,20170501,299,0
5513,60288,20170601,326,0
5513,60288,20170701,54,0
5513,60288,20170801,240,0
5513,60288,20170901,180,0
5513,60288,20171001,135,0
5515,60299,20170101,274,0
5515,60299,20170201,238,0
5515,60299,20170301,164,0
5515,60299,20170401,252,0
5515,60299,20170501,268,0
5515,60299,20170601,310,0
5515,60299,20170701,38,0
5515,60299,20170801,258,0
5515,60299,20170901,244,0
5515,60299,20171001,121,0
5516,60304,20170101,-9999,9
5516,60304,20170201,-9999,9
5516,60304,20170301,-9999,9
5516,60304,20170401,-9999,9
5516,60304,20170501,-9999,9
5516,60304,20170601,-9999,9
5516,60304,20170701,-9999,9
5516,60304,20170801,-9999,9
5516,60304,20170901,-9999,9
5516,60304,20171001,-9999,9
5517,60308,20170101,280,0
5517,60308,20170201,250,0
5517,60308,20170301,180,0
5517,60308,20170401,230,0
5517,60308,20170501,270,0
5517,60308,20170601,320,0
5517,60308,20170701,20,0
5517,60308,20170801,240,0
5517,60308,20170901,280,0
5517,60308,20171001,160,0
5519,60319,20170101,257,0
5519,60319,20170201,229,0
5519,60319,20170301,151,0
5519,60319,20170401,231,0
5519,60319,20170501,253,0
5519,60319,20170601,337,0
5519,60319,20170701,45,0
5519,60319,20170801,256,0
5519,60319,20170901,277,0
5519,60319,20171001,0,0
5520,60323,20170101,-9999,9
5520,60323,20170201,-9999,9
5520,60323,20170301,-9999,9
5520,60323,20170401,-9999,9
5520,60323,20170501,-9999,9
5520,60323,20170601,-9999,9
5520,60323,20170701,-9999,9
5520,60323,20170801,-9999,9
5520,60323,20170901,-9999,9
5520,60323,20171001,-9999,9
5522,60334,20170101,-9999,9
5522,60334,20170201,-9999,9
5522,60334,20170301,-9999,9
5522,60334,20170401,-9999,9
5522,60334,20170501,-9999,9
5522,60334,20170601,-9999,9
5522,60334,20170701,-9999,9
5522,60334,20170801,-9999,9
5522,60334,20170901,-9999,9
5522,60334,20171001,-9999,9
5526,60360,20170101,-9999,9
5526,60360,20170201,-9999,9
5526,60360,20170301,-9999,9
5526,60360,20170401,-9999,9
5526,60360,20170501,-9999,9
5526,60360,20170601,-9999,9
5526,60360,20170701,-9999,9
5526,60360,20170801,-9999,9
5526,60360,20170901,-9999,9
5526,60360,20171001,-9999,9
5530,60387,20170101,0,0
5530,60387,20170201,258,0
5530,60387,20170301,178,0
5530,60387,20170401,227,0
5530,60387,20170501,245,0
5530,60387,20170601,302,0
5530,60387,20170701,108,0
5530,60387,20170801,211,0
5530,60387,20170901,302,0
5530,60387,20171001,124,0
5531,60387,20170101,0,0
5531,60387,20170201,258,0
5531,60387,20170301,178,0
5531,60387,20170401,227,0
5531,60387,20170501,245,0
5531,60387,20170601,302,0
5531,60387,20170701,108,0
5531,60387,20170801,211,0
5531,60387,20170901,302,0
5531,60387,20171001,124,0
5532,60391,20170101,-9999,9
5532,60391,20170201,-9999,9
5532,60391,20170301,-9999,9
5532,60391,20170401,-9999,9
5532,60391,20170501,-9999,9
5532,60391,20170601,-9999,9
5532,60391,20170701,-9999,9
5532,60391,20170801,-9999,9
5532,60391,20170901,-9999,9
5532,60391,20171001,-9999,9
5533,60395,20170101,-9999,9
5533,60395,20170201,-9999,9
5533,60395,20170301,-9999,9
5533,60395,20170401,-9999,9
5533,60395,20170501,-9999,9
5533,60395,20170601,-9999,9
5533,60395,20170701,-9999,9
5533,60395,20170801,-9999,9
5533,60395,20170901,-9999,9
5533,60395,20171001,-9999,9
5536,58273,20170101,271,0
5536,58273,20170201,220,0
5536,58273,20170301,191,0
5536,58273,20170401,216,0
5536,58273,20170501,268,0
5536,58273,20170601,306,0
5536,58273,20170701,35,0
5536,58273,20170801,210,0
5536,58273,20170901,284,0
5536,58273,20171001,134,0
5537,58273,20170101,271,0
5537,58273,20170201,220,0
5537,58273,20170301,191,0
5537,58273,20170401,216,0
5537,58273,20170501,268,0
5537,58273,20170601,306,0
5537,58273,20170701,35,0
5537,58273,20170801,210,0
5537,58273,20170901,284,0
5537,58273,20171001,134,0
5538,60420,20170101,271,0
5538,60420,20170201,230,0
5538,60420,20170301,170,0
5538,60420,20170401,227,0
5538,60420,20170501,207,0
5538,60420,20170601,305,0
5538,60420,20170701,38,0
5538,60420,20170801,209,0
5538,60420,20170901,231,0
5538,60420,20171001,140,0
5539,60424,20170101,-9999,9
5539,60424,20170201,-9999,9
5539,60424,20170301,-9999,9
5539,60424,20170401,-9999,9
5539,60424,20170501,-9999,9
5539,60424,20170601,-9999,9
5539,60424,20170701,-9999,9
5539,60424,20170801,-9999,9
5539,60424,20170901,-9999,9
5539,60424,20171001,-9999,9
5541,60434,20170101,-9999,9
5541,60434,20170201,-9999,9
5541,60434,20170301,-9999,9
5541,60434,20170401,-9999,9
5541,60434,20170501,-9999,9
5541,60434,20170601,-9999,9
5541,60434,20170701,-9999,9
5541,60434,20170801,-9999,9
5541,60434,20170901,-9999,9
5541,60434,20171001,-9999,9
5542,60438,20170101,-9999,9
5542,60438,20170201,-9999,9
5542,60438,20170301,-9999,9
5542,60438,20170401,-9999,9
5542,60438,20170501,-9999,9
5542,60438,20170601,-9999,9
5542,60438,20170701,-9999,9
5542,60438,20170801,-9999,9
5542,60438,20170901,-9999,9
5542,60438,20171001,-9999,9
5544,60448,20170101,-9999,9
5544,60448,20170201,-9999,9
5544,60448,20170301,-9999,9
5544,60448,20170401,-9999,9
5544,60448,20170501,-9999,9
5544,60448,20170601,-9999,9
5544,60448,20170701,-9999,9
5544,60448,20170801,-9999,9
5544,60448,20170901,-9999,9
5544,60448,20171001,-9999,9
5545,60452,20170101,-9999,9
5545,60452,20170201,-9999,9
5545,60452,20170301,-9999,9
5545,60452,20170401,-9999,9
5545,60452,20170501,-9999,9
5545,60452,20170601,-9999,9
5545,60452,20170701,-9999,9
5545,60452,20170801,-9999,9
5545,60452,20170901,-9999,9
5545,60452,20171001,-9999,9
5547,60465,20170101,312,0
5547,60465,20170201,233,0
5547,60465,20170301,158,0
5547,60465,20170401,262,0
5547,60465,20170501,273,0
5547,60465,20170601,319,0
5547,60465,20170701,105,0
5547,60465,20170801,230,0
5547,60465,20170901,278,0
5547,60465,20171001,149,0
5550,58263,20170101,270,0
5550,58263,20170201,230,0
5550,58263,20170301,140,0
5550,58263,20170401,260,0
5550,58263,20170501,220,0
5550,58263,20170601,320,0
5550,58263,20170701,80,0
5550,58263,20170801,240,0
5550,58263,20170901,250,0
5550,58263,20171001,140,0
5551,58263,20170101,270,0
5551,58263,20170201,230,0
5551,58263,20170301,140,0
5551,58263,20170401,260,0
5551,58263,20170501,220,0
5551,58263,20170601,320,0
5551,58263,20170701,80,0
5551,58263,20170801,240,0
5551,58263,20170901,250,0
5551,58263,20171001,140,0
5552,60493,20170101,-9999,9
5552,60493,20170201,-9999,9
5552,60493,20170301,-9999,9
5552,60493,20170401,-9999,9
5552,60493,20170501,-9999,9
5552,60493,20170601,-9999,9
5552,60493,20170701,-9999,9
5552,60493,20170801,-9999,9
5552,60493,20170901,-9999,9
5552,60493,20171001,-9999,9
5553,58263,20170101,270,0
5553,58263,20170201,230,0
5553,58263,20170301,140,0
5553,58263,20170401,260,0
5553,58263,20170501,220,0
5553,58263,20170601,320,0
5553,58263,20170701,80,0
5553,58263,20170801,240,0
5553,58263,20170901,250,0
5553,58263,20171001,140,0
5554,60502,20170101,-9999,9
5554,60502,20170201,-9999,9
5554,60502,20170301,-9999,9
5554,60502,20170401,-9999,9
5554,60502,20170501,-9999,9
5554,60502,20170601,-9999,9
5554,60502,20170701,-9999,9
5554,60502,20170801,-9999,9
5554,60502,20170901,-9999,9
5554,60502,20171001,-9999,9
5555,60506,20170101,311,0
5555,60506,20170201,230,0
5555,60506,20170301,178,0
5555,60506,20170401,225,0
5555,60506,20170501,116,0
5555,60506,20170601,301,0
5555,60506,20170701,5,0
5555,60506,20170801,224,0
5555,60506,20170901,289,0
5555,60506,20171001,129,0
5561,60547,20170101,-9999,9
5561,60547,20170201,-9999,9
5561,60547,20170301,-9999,9
5561,60547,20170401,-9999,9
5561,60547,20170501,-9999,9
5561,60547,20170601,-9999,9
5561,60547,20170701,-9999,9
5561,60547,20170801,-9999,9
5561,60547,20170901,-9999,9
5561,60547,20171001,-9999,9
5563,60575,20170101,309,0
5563,60575,20170201,225,0
5563,60575,20170301,177,0
5563,60575,20170401,225,0
5563,60575,20170501,110,0
5563,60575,20170601,287,0
5563,60575,20170701,36,0
5563,60575,20170801,230,0
5563,60575,20170901,282,0
5563,60575,20171001,152,0
5564,60563,20170101,319,0
5564,60563,20170201,-9999,9
5564,60563,20170301,60,0
5564,60563,20170401,225,0
5564,60563,20170501,228,0
5564,60563,20170601,314,0
5564,60563,20170701,44,0
5564,60563,20170801,231,0
5564,60563,20170901,188,0
5564,60563,20171001,123,0
5566,60575,20170101,309,0
5566,60575,20170201,225,0
5566,60575,20170301,177,0
5566,60575,20170401,225,0
5566,60575,20170501,110,0
5566,60575,20170601,287,0
5566,60575,20170701,36,0
5566,60575,20170801,230,0
5566,60575,20170901,282,0
5566,60575,20171001,152,0
5568,60586,20170101,324,0
5568,60586,20170201,229,0
5568,60586,20170301,183,0
5568,60586,20170401,229,0
5568,60586,20170501,99,0
5568,60586,20170601,303,0
5568,60586,20170701,13,0
5568,60586,20170801,239,0
5568,60586,20170901,141,0
5568,60586,20171001,120,0
5569,60575,20170101,309,0
5569,60575,20170201,225,0
5569,60575,20170301,177,0
5569,60575,20170401,225,0
5569,60575,20170501,110,0
5569,60575,20170601,287,0
5569,60575,20170701,36,0
5569,60575,20170801,230,0
5569,60575,20170901,282,0
5569,60575,20171001,152,0
5570,60594,20170101,-9999,9
5570,60594,20170201,-9999,9
5570,60594,20170301,-9999,9
5570,60594,20170401,-9999,9
5570,60594,20170501,-9999,9
5570,60594,20170601,-9999,9
5570,60594,20170701,-9999,9
5570,60594,20170801,-9999,9
5570,60594,20170901,-9999,9
5570,60594,20171001,-9999,9
5571,60600,20170101,-9999,9
5571,60600,20170201,-9999,9
5571,60600,20170301,-9999,9
5571,60600,20170401,-9999,9
5571,60600,20170501,-9999,9
5571,60600,20170601,-9999,9
5571,60600,20170701,-9999,9
5571,60600,20170801,-9999,9
5571,60600,20170901,-9999,9
5571,60600,20171001,-9999,9
5574,60617,20170101,-9999,9
5574,60617,20170201,-9999,9
5574,60617,20170301,-9999,9
5574,60617,20170401,-9999,9
5574,60617,20170501,-9999,9
5574,60617,20170601,-9999,9
5574,60617,20170701,-9999,9
5574,60617,20170801,-9999,9
5574,60617,20170901,-9999,9
5574,60617,20171001,-9999,9
5575,60622,20170101,313,0
5575,60622,20170201,222,0
5575,60622,20170301,-9999,9
5575,60622,20170401,244,0
5575,60622,20170501,276,0
5575,60622,20170601,323,0
5575,60622,20170701,155,0
5575,60622,20170801,223,0
5575,60622,20170901,212,0
5575,60622,20171001,133,0
5576,58269,20170101,251,0
5576,58269,20170201,255,0
5576,58269,20170301,135,0
5576,58269,20170401,264,0
5576,58269,20170501,299,0
5576,58269,20170601,305,0
5576,58269,20170701,34,0
5576,58269,20170801,239,0
5576,58269,20170901,278,0
5576,58269,20171001,120,0
5578,60622,20170101,313,0
5578,60622,20170201,222,0
5578,60638,20170301,-9999,9
5578,60622,20170401,244,0
5578,60622,20170501,276,0
5578,60622,20170601,323,0
5578,60622,20170701,155,0
5578,60622,20170801,223,0
5578,60622,20170901,212,0
5578,60622,20171001,133,0
5581,60658,20170101,-9999,9
5581,60658,20170201,-9999,9
5581,60658,20170301,-9999,9
5581,60658,20170401,-9999,9
5581,60658,20170501,-9999,9
5581,60658,20170601,-9999,9
5581,60658,20170701,-9999,9
5581,60658,20170801,-9999,9
5581,60658,20170901,-9999,9
5581,60658,20171001,-9999,9
5582,60663,20170101,-9999,9
5582,60663,20170201,-9999,9
5582,60663,20170301,-9999,9
5582,60663,20170401,-9999,9
5582,60663,20170501,-9999,9
5582,60663,20170601,-9999,9
5582,60663,20170701,-9999,9
5582,60663,20170801,-9999,9
5582,60663,20170901,-9999,9
5582,60663,20171001,-9999,9
5583,60668,20170101,-9999,9
5583,60668,20170201,-9999,9
5583,60668,20170301,-9999,9
5583,60668,20170401,-9999,9
5583,60668,20170501,-9999,9
5583,60668,20170601,-9999,9
5583,60668,20170701,-9999,9
5583,60668,20170801,-9999,9
5583,60668,20170901,-9999,9
5583,60668,20171001,-9999,9
5584,60673,20170101,-9999,9
5584,60673,20170201,-9999,9
5584,60673,20170301,-9999,9
5584,60673,20170401,-9999,9
5584,60673,20170501,-9999,9
5584,60673,20170601,-9999,9
5584,60673,20170701,-9999,9
5584,60673,20170801,-9999,9
5584,60673,20170901,-9999,9
5584,60673,20171001,-9999,9
5586,60687,20170101,-9999,9
5586,60687,20170201,-9999,9
5586,60687,20170301,-9999,9
5586,60687,20170401,-9999,9
5586,60687,20170501,-9999,9
5586,60687,20170601,-9999,9
5586,60687,20170701,-9999,9
5586,60687,20170801,-9999,9
5586,60687,20170901,-9999,9
5586,60687,20171001,-9999,9
5587,60692,20170101,307,0
5587,60692,20170201,0,0
5587,60692,20170301,81,0
5587,60692,20170401,0,0
5587,60692,20170501,239,0
5587,60692,20170601,300,0
5587,60692,20170701,73,0
5587,60692,20170801,239,0
5587,60692,20170901,267,0
5587,60692,20171001,141,0
5588,60692,20170101,307,0
5588,60692,20170201,0,0
5588,60692,20170301,81,0
5588,60692,20170401,0,0
5588,60692,20170501,239,0
5588,60692,20170601,300,0
5588,60692,20170701,73,0
5588,60692,20170801,239,0
5588,60692,20170901,267,0
5588,60692,20171001,141,0
5591,60712,20170101,223,0
5591,60712,20170201,232,0
5591,60712,20170301,67,0
5591,60712,20170401,229,0
5591,60712,20170501,238,0
5591,60712,20170601,290,0
5591,60712,20170701,-9999,9
5591,60712,20170801,-9999,9
5591,60712,20170901,156,0
5591,60712,20171001,123,0
5592,60712,20170101,223,0
5592,60712,20170201,232,0
5592,60712,20170301,67,0
5592,60712,20170401,229,0
5592,60712,20170501,238,0
5592,60712,20170601,290,0
5592,60716,20170701,-9999,9
5592,60716,20170801,-9999,9
5592,60712,20170901,156,0
5592,60712,20171001,123,0
5595,60733,20170101,-9999,9
5595,60733,20170201,-9999,9
5595,60733,20170301,-9999,9
5595,60733,20170401,-9999,9
5595,60733,20170501,-9999,9
5595,60733,20170601,-9999,9
5595,60733,20170701,-9999,9
5595,60733,20170801,-9999,9
5595,60733,20170901,-9999,9
5595,60733,20171001,-9999,9
5596,60738,20170101,-9999,9
5596,60738,20170201,-9999,9
5596,60738,20170301,-9999,9
5596,60738,20170401,-9999,9
5596,60738,20170501,-9999,9
5596,60738,20170601,-9999,9
5596,60738,20170701,-9999,9
5596,60738,20170801,-9999,9
5596,60738,20170901,-9999,9
5596,60738,20171001,-9999,9
5598,60750,20170101,-9999,9
5598,60750,20170201,-9999,9
5598,60750,20170301,-9999,9
5598,60750,20170401,-9999,9
5598,60750,20170501,-9999,9
5598,60750,20170601,-9999,9
5598,60750,20170701,-9999,9
5598,60750,20170801,-9999,9
5598,60750,20170901,-9999,9
5598,60750,20171001,-9999,9
5600,58278,20170101,354,0
5600,58278,20170201,323,0
5600,58278,20170301,91,0
5600,58278,20170401,198,0
5600,58278,20170501,168,0
5600,58278,20170601,310,0
5600,58278,20170701,32,0
5600,58278,20170801,234,0
5600,58278,20170901,294,0
5600,58278,20171001,160,0
5601,60773,20170101,334,0
5601,60773,20170201,204,0
5601,60773,20170301,100,0
5601,60773,20170401,239,0
5601,60773,20170501,261,0
5601,60773,20170601,308,0
5601,60773,20170701,89,0
5601,60773,20170801,237,0
5601,60773,20170901,246,0
5601,60773,20171001,122,0
5602,60773,20170101,334,0
5602,60773,20170201,204,0
5602,60773,20170301,100,0
5602,60773,20170401,239,0
5602,60773,20170501,261,0
5602,60773,20170601,308,0
5602,60773,20170701,89,0
5602,60773,20170801,237,0
5602,60773,20170901,246,0
5602,60773,20171001,122,0
5603,60777,20170101,-9999,9
5603,60777,20170201,-9999,9
5603,60777,20170301,-9999,9
5603,60777,20170401,-9999,9
5603,60777,20170501,-9999,9
5603,60777,20170601,-9999,9
5603,60777,20170701,-9999,9
5603,60777,20170801,-9999,9
5603,60777,20170901,-9999,9
5603,60777,20171001,-9999,9
5605,58278,20170101,354,0
5605,58278,20170201,323,0
5605,58278,20170301,91,0
5605,58278,20170401,198,0
5605,58278,20170501,168,0
5605,58278,20170601,310,0
5605,58278,20170701,32,0
5605,58278,20170801,234,0
5605,58278,20170901,294,0
5605,58278,20171001,160,0
5608,60811,20170101,290,0
5608,60811,20170201,0,0
5608,60811,20170301,94,0
5608,60811,20170401,243,0
5608,60811,20170501,300,0
5608,60811,20170601,312,0
5608,60811,20170701,86,0
5608,60811,20170801,233,0
5608,60811,20170901,266,0
5608,60811,20171001,127,0
5609,60811,20170101,290,0
5609,60811,20170201,0,0
5609,60811,20170301,94,0
5609,60811,20170401,243,0
5609,60811,20170501,300,0
5609,60811,20170601,312,0
5609,60811,20170701,86,0
5609,60811,20170801,233,0
5609,60811,20170901,266,0
5609,60811,20171001,127,0
5611,60825,20170101,-9999,9
5611,60825,20170201,-9999,9
5611,60825,20170301,-9999,9
5611,60825,20170401,-9999,9
5611,60825,20170501,-9999,9
5611,60825,20170601,-9999,9
5611,60825,20170701,-9999,9
5611,60825,20170801,-9999,9
5611,60825,20170901,-9999,9
5611,60825,20171001,-9999,9
5612,60811,20170101,290,0
5612,60811,20170201,0,0
5612,60811,20170301,94,0
5612,60811,20170401,243,0
5612,60811,20170501,300,0
5612,60811,20170601,312,0
5612,60811,20170701,86,0
5612,60811,20170801,233,0
5612,60811,20170901,266,0
5612,60811,20171001,127,0
5613,14752,20170101,334,0
5613,14752,20170201,20,0
5613,14752,20170301,73,0
5613,14752,20170401,218,0
5613,14752,20170501,273,0
5613,14752,20170601,304,0
5613,14752,20170701,140,0
5613,14752,20170801,220,0
5613,14752,20170901,95,0
5613,14752,20171001,128,0
5615,60846,20170101,332,0
5615,60846,20170201,221,0
5615,60846,20170301,83,0
5615,60846,20170401,258,0
5615,60846,20170501,252,0
5615,60846,20170601,321,0
5615,60846,20170701,149,0
5615,60846,20170801,226,0
5615,60846,20170901,270,0
5615,60846,20171001,141,0
5616,60851,20170101,-9999,9
5616,60851,20170201,-9999,9
5616,60851,20170301,-9999,9
5616,60851,20170401,-9999,9
5616,60851,20170501,-9999,9
5616,60851,20170601,-9999,9
5616,60851,20170701,-9999,9
5616,60851,20170801,-9999,9
5616,60851,20170901,-9999,9
5616,60851,20171001,-9999,9
5617,60855,20170101,-9999,9
5617,60855,20170201,-9999,9
5617,60855,20170301,-9999,9
5617,60855,20170401,-9999,9
5617,60855,20170501,-9999,9
5617,60855,20170601,-9999,9
5617,60855,20170701,-9999,9
5617,60855,20170801,-9999,9
5617,60855,20170901,-9999,9
5617,60855,20171001,-9999,9
5618,60861,20170101,287,0
5618,60861,20170201,293,0
5618,60861,20170301,121,0
5618,60861,20170401,268,0
5618,60861,20170501,277,0
5618,60861,20170601,293,0
5618,60861,20170701,136,0
5618,60861,20170801,222,0
5618,60861,20170901,322,0
5618,60861,20171001,133,0
5619,60867,20170101,319,0
5619,60867,20170201,279,0
5619,60867,20170301,97,0
5619,60867,20170401,276,0
5619,60867,20170501,292,0
5619,60867,20170601,295,0
5619,60867,20170701,138,0
5619,60867,20170801,228,0
5619,60867,20170901,266,0
5619,60867,20171001,143,0
5620,60872,20170101,-9999,9
5620,60872,20170201,-9999,9
5620,60872,20170301,-9999,9
5620,60872,20170401,-9999,9
5620,60872,20170501,-9999,9
5620,60872,20170601,-9999,9
5620,60872,20170701,-9999,9
5620,60872,20170801,-9999,9
5620,60872,20170901,-9999,9
5620,60872,20171001,-9999,9
5621,60876,20170101,-9999,9
5621,60876,20170201,-9999,9
5621,60876,20170301,-9999,9
5621,60876,20170401,-9999,9
5621,60876,20170501,-9999,9
5621,60876,20170601,-9999,9
5621,60876,20170701,-9999,9
5621,60876,20170801,-9999,9
5621,60876,20170901,-9999,9
5621,60876,20171001,-9999,9
5622,60882,20170101,-9999,9
5622,60882,20170201,-9999,9
5622,60882,20170301,-9999,9
5622,60882,20170401,-9999,9
5622,60882,20170501,-9999,9
5622,60882,20170601,-9999,9
5622,60882,20170701,-9999,9
5622,60882,20170801,-9999,9
5622,60882,20170901,-9999,9
5622,60882,20171001,-9999,9
5624,60894,20170101,50,0
5624,60894,20170201,205,0
5624,60894,20170301,126,0
5624,60894,20170401,208,0
5624,60894,20170501,224,0
5624,60894,20170601,34,0
5624,60894,20170701,49,0
5624,60894,20170801,230,0
5624,60894,20170901,327,0
5624,60894,20171001,192,0
5625,60894,20170101,50,0
5625,60894,20170201,205,0
5625,60894,20170301,126,0
5625,60894,20170401,208,0
5625,60894,20170501,224,0
5625,60894,20170601,34,0
5625,60894,20170701,49,0
5625,60894,20170801,230,0
5625,60894,20170901,327,0
5625,60894,20171001,192,0
5626,60907,20170101,-9999,9
5626,60907,20170201,-9999,9
5626,60907,20170301,-9999,9
5626,60907,20170401,-9999,9
5626,60907,20170501,-9999,9
5626,60907,20170601,-9999,9
5626,60907,20170701,-9999,9
5626,60907,20170801,-9999,9
5626,60907,20170901,-9999,9
5626,60907,20171001,-9999,9
5628,60917,20170101,-9999,9
5628,60917,20170201,-9999,9
5628,60917,20170301,-9999,9
5628,60917,20170401,-9999,9
5628,60917,20170501,-9999,9
5628,60917,20170601,-9999,9
5628,60917,20170701,-9999,9
5628,60917,20170801,-9999,9
5628,60917,20170901,-9999,9
5628,60917,20171001,-9999,9
5631,60936,20170101,-9999,9
5631,60936,20170201,-9999,9
5631,60936,20170301,-9999,9
5631,60936,20170401,-9999,9
5631,60936,20170501,-9999,9
5631,60936,20170601,-9999,9
5631,60936,20170701,-9999,9
5631,60936,20170801,-9999,9
5631,60936,20170901,-9999,9
5631,60936,20171001,-9999,9
5632,60941,20170101,0,0
5632,60941,20170201,134,0
5632,60941,20170301,0,0
5632,60941,20170401,290,0
5632,60941,20170501,286,0
5632,60941,20170601,293,0
5632,60941,20170701,149,0
5632,60941,20170801,226,0
5632,60941,20170901,318,0
5632,60941,20171001,98,0
5633,60946,20170101,350,0
5633,60946,20170201,238,0
5633,60946,20170301,110,0
5633,60946,20170401,258,0
5633,60946,20170501,317,0
5633,60946,20170601,344,0
5633,60946,20170701,126,0
5633,60946,20170801,233,0
5633,60946,20170901,301,0
5633,60946,20171001,154,0
5635,60941,20170101,0,0
5635,60941,20170201,134,0
5635,60941,20170301,0,0
5635,60941,20170401,290,0
5635,60941,20170501,286,0
5635,60941,20170601,293,0
5635,60941,20170701,149,0
5635,60941,20170801,226,0
5635,60941,20170901,318,0
5635,60941,20171001,98,0
5637,60946,20170101,350,0
5637,60946,20170201,238,0
5637,60946,20170301,110,0
5637,60946,20170401,258,0
5637,60946,20170501,317,0
5637,60946,20170601,344,0
5637,60946,20170701,126,0
5637,60946,20170801,233,0
5637,60946,20170901,301,0
5637,60946,20171001,154,0
5639,60978,20170101,-9999,9
5639,60978,20170201,-9999,9
5639,60978,20170301,-9999,9
5639,60978,20170401,-9999,9
5639,60978,20170501,-9999,9
5639,60978,20170601,-9999,9
5639,60978,20170701,-9999,9
5639,60978,20170801,-9999,9
5639,60978,20170901,-9999,9
5639,60978,20171001,-9999,9
5640,60989,20170101,356,0
5640,60989,20170201,11,0
5640,60989,20170301,125,0
5640,60989,20170401,195,0
5640,60989,20170501,264,0
5640,60989,20170601,340,0
5640,60989,20170701,20,0
5640,60989,20170801,191,0
5640,60989,20170901,292,0
5640,60989,20171001,176,0
5641,60989,20170101,356,0
5641,60989,20170201,11,0
5641,60989,20170301,125,0
5641,60989,20170401,195,0
5641,60989,20170501,264,0
5641,60989,20170601,340,0
5641,60989,20170701,20,0
5641,60989,20170801,191,0
5641,60989,20170901,292,0
5641,60989,20171001,176,0
5642,60993,20170101,-9999,9
5642,60993,20170201,-9999,9
5642,60993,20170301,-9999,9
5642,60993,20170401,-9999,9
5642,60993,20170501,-9999,9
5642,60993,20170601,-9999,9
5642,60993,20170701,-9999,9
5642,60993,20170801,-9999,9
5642,60993,20170901,-9999,9
5642,60993,20171001,-9999,9
5643,61001,20170101,-9999,9
5643,61001,20170201,-9999,9
5643,61001,20170301,-9999,9
5643,61001,20170401,-9999,9
5643,61001,20170501,-9999,9
5643,61001,20170601,-9999,9
5643,61001,20170701,-9999,9
5643,61001,20170801,-9999,9
5643,61001,20170901,-9999,9
5643,61001,20171001,-9999,9
5644,61012,20170101,358,0
5644,61012,20170201,0,0
5644,61012,20170301,119,0
5644,61012,20170401,234,0
5644,61012,20170501,290,0
5644,61012,20170601,332,0
5644,61012,20170701,186,0
5644,61012,20170801,256,0
5644,61012,20170901,315,0
5644,61012,20171001,136,0
5645,61012,20170101,358,0
5645,61012,20170201,0,0
5645,61012,20170301,119,0
5645,61012,20170401,234,0
5645,61012,20170501,290,0
5645,61012,20170601,332,0
5645,61012,20170701,186,0
5645,61012,20170801,256,0
5645,61012,20170901,315,0
5645,61012,20171001,136,0
5646,61019,20170101,333,0
5646,61019,20170201,279,0
5646,61019,20170301,105,0
5646,61019,20170401,280,0
5646,61019,20170501,289,0
5646,61019,20170601,324,0
5646,61019,20170701,129,0
5646,61019,20170801,239,0
5646,61019,20170901,290,0
5646,61019,20171001,126,0
5647,61027,20170101,-9999,9
